34, 30, 65
38, 2, 108
21, 52, 9
12, 46, 139
39, 31, 106
6, 60, 139
6, 30, 110
43, 17, 65
11, 5, 76
12, 32, 2
37, 53, 12
35, 31, 129
11, 27, 71
36, 34, 79
7, 6, 116
46, 17, 37
10, 46, 132
30, 46, 61
32, 35, 24
34, 19, 138
7, 49, 59
45, 15, 62
1, 2, 98
25, 44, 58
17, 22, 12
19, 8, 7
7, 24, 127
4, 38, 130
36, 48, 97
31, 18, 53
43, 17, 121
38, 2, 119
27, 35, 105
47, 11, 98
18, 26, 59
0, 36, 28
13, 28, 24
10, 49, 55
45, 34, 86
41, 12, 147
23, 9, 133
46, 2, 38
3, 5, 31
6, 25, 137
44, 50, 135
10, 5, 32
47, 30, 17
31, 16, 8
29, 45, 92
9, 32, 128
33, 53, 114
