43, 14, 3
17, 55, 123
32, 7, 137
45, 27, 35
45, 48, 120
41, 52, 47
14, 29, 122
2, 57, 86
11, 26, 134
18, 15, 19
7, 28, 82
43, 1, 70
2, 60, 140
12, 40, 129
43, 52, 131
18, 17, 36
3, 48, 114
24, 61, 28
37, 23, 7
22, 60, 102
10, 7, 101
30, 29, 109
18, 59, 25
17, 7, 98
0, 40, 31
11, 58, 121
20, 53, 65
8, 46, 7
17, 63, 146
5, 58, 117
10, 52, 78
19, 21, 142
17, 34, 92
19, 6, 105
29, 51, 138
14, 7, 21
20, 58, 70
30, 7, 16
34, 60, 70
1, 22, 1
38, 8, 147
4, 46, 135
21, 52, 86
33, 3, 115
30, 53, 40
45, 62, 10
39, 49, 78
6, 46, 102
0, 4, 69
34, 44, 61
28, 0, 70
12, 29, 22
24, 22, 77
18, 49, 144
25, 29, 69
8, 4, 115
43, 50, 39
47, 50, 76
21, 59, 110
