40, 52, 105
23, 1, 43
15, 32, 45
6, 47, 140
34, 8, 55
40, 54, 8
42, 52, 11
23, 16, 83
10, 26, 77
12, 11, 15
44, 24, 57
27, 30, 22
45, 51, 114
12, 49, 115
10, 14, 38
38, 20, 130
41, 19, 48
19, 1, 44
47, 33, 15
23, 29, 131
4, 50, 119
36, 51, 123
10, 4, 138
37, 59, 119
41, 63, 5
1, 60, 97
7, 44, 22
28, 38, 42
32, 52, 90
15, 21, 98
40, 23, 121
20, 35, 116
24, 62, 54
35, 9, 43
43, 19, 15
12, 21, 76
16, 57, 3
33, 28, 116
7, 1, 54
4, 29, 93
13, 25, 45
27, 18, 47
21, 47, 36
33, 40, 147
27, 6, 145
22, 11, 117
25, 17, 11
43, 20, 108
35, 54, 88
11, 33, 101
17, 58, 133
26, 22, 80
25, 54, 46
14, 33, 148
2, 13, 22
12, 0, 8
38, 62, 10
31, 34, 14
26, 51, 82
9, 57, 136
7, 46, 66
44, 2, 102
19, 56, 137
6, 12, 72
8, 63, 120
21, 46, 69
23, 18, 53
37, 23, 69
45, 34, 71
38, 8, 30
0, 63, 80
